"How to Create a Safe, Zero Waste Laundry Routine",http://janeandsimpleliving.com/wp-content/uploads/2017/11/IMG_20171122_102003-1024x768.jpg,11/22/17,http://janeandsimpleliving.com/zero-waste-laundry/,Jane and Simple,how create safe zero waste laundry routine
"October in Review: Compost More, (Food) Waste Less",http://janeandsimpleliving.com/wp-content/uploads/2017/11/PicsArt_11-17-12.04.40-1024x768.jpg,11/18/17,http://janeandsimpleliving.com/octobers-compost-bin/,Jane and Simple,october review compost more food waste less
"September's Recycling Bin: So, what Does a Zero Waster Recycle?!",http://janeandsimpleliving.com/wp-content/uploads/2017/10/IMG_20171017_182402-1024x768.jpg,10/20/17,http://janeandsimpleliving.com/september-recycling-bin/,Jane and Simple,septembers recycling bin so what does zero waster recycle
"August's Trash Bin: Concerts, Weddings, & Everyday Fails",http://janeandsimpleliving.com/wp-content/uploads/2017/09/PicsArt_09-05-08.38.15.jpg,9/7/17,http://janeandsimpleliving.com/august-trash-can/,Jane and Simple,augusts trash bin concerts weddings  everyday fails
Zero Waste & Shaving: The Return of the Safety Razor,http://janeandsimpleliving.com/wp-content/uploads/2017/07/IMG_20170724_103844-2.jpg,7/31/17,http://janeandsimpleliving.com/safety-razor/,Jane and Simple,zero waste  shaving return safety razor
"Will The First Date Be The Last Date? Zero Waste, Romance, & Taking Risks",http://janeandsimpleliving.com/wp-content/uploads/2017/07/mom-and-dad.jpg,7/2/17,http://janeandsimpleliving.com/first-date-or-last-date/,Jane and Simple,will first date be last date zero waste romance  taking risks
"Flax Milk: An Affordable, Easy-To-Make Alternative to Cow's Milk",http://janeandsimpleliving.com/wp-content/uploads/2017/06/PicsArt_06-06-07.17.12-1.jpg,6/7/17,http://janeandsimpleliving.com/homemade-flax-milk/,Jane and Simple,flax milk an affordable easytomake alternative cows milk
Weathering the Storms of Mental Illness: Finding Hope in the Garbage & the Garden,http://janeandsimpleliving.com/wp-content/uploads/2017/05/IMG_20170520_103625-2-1-1024x690.jpg,5/31/17,http://janeandsimpleliving.com/weathering-the-storms-of-mental-illness/,Jane and Simple,weathering storms mental illness finding hope garbage  garden
Zero Waste vs. Hotel Waste: 6 Tips for a Greener Trip,http://janeandsimpleliving.com/wp-content/uploads/2017/05/IMG_20170427_052405-2-1024x720.jpg,5/4/17,http://janeandsimpleliving.com/hotel-waste/,Jane and Simple,zero waste vs. hotel waste tips greener trip
How to Build a Garden Bed and a Compost Barrel at Home,http://janeandsimpleliving.com/wp-content/uploads/2017/04/IMG_20170426_071222-1-300x225.jpg,4/22/17,http://janeandsimpleliving.com/to-plant-a-garden/,Jane and Simple,how build garden bed compost barrel home
"""Don't Let The Perfect Be the Enemy of the Good""",http://janeandsimpleliving.com/wp-content/uploads/2017/04/About-Me-1-1024x631.png,4/22/17,http://janeandsimpleliving.com/dont-let-the-perfect-be-the-enemy-of-the-good/,Jane and Simple,dont let perfect be enemy good
"What is ""Zero Waste""?",http://janeandsimpleliving.com/wp-content/uploads/2017/04/5c0c380611eefb24f3a27d61274bd3de-266x300.jpg,NULL - date,http://janeandsimpleliving.com/zerowaste/,Jane and Simple,what is zero waste
3 Steps to Zero Waste,http://janeandsimpleliving.com/wp-content/uploads/2017/05/Untitled.png,NULL - date,http://janeandsimpleliving.com/3-steps-to-zero-waste/,Jane and Simple,3 steps zero waste
Moving Out: Home Tour,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/11/cropped2.jpg?resize=1380%2C910,21-Nov-17,http://www.snapshotsofsimplicity.com/2017/11/21/moving-out-home-tour/,Snapshots of Simplicity,moving out home tour
5K Giveaway,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/07/IMG_5588.jpg?resize=1380%2C910,26-Jul-17,http://www.snapshotsofsimplicity.com/2017/07/26/5k-giveaway/,Snapshots of Simplicity,5k giveaway
The Classic White Shirt,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/07/IMG_5688.gif?resize=1380%2C910,18-Jul-17,http://www.snapshotsofsimplicity.com/2017/07/18/the-classic-white-shirt/,Snapshots of Simplicity,the classic white shirt
My Mindful Morning Routine,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/06/IMG_5509.jpg?resize=1380%2C910,30-Jun-17,http://www.snapshotsofsimplicity.com/2017/06/30/my-mindful-morning-routine/,Snapshots of Simplicity,my mindful morning routine
Minimalist Room Tour,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/06/IMG_5497.jpg?resize=1380%2C910,9-Jun-17,http://www.snapshotsofsimplicity.com/2017/06/09/minimalist-room-tour/,Snapshots of Simplicity,minimalist room tour
Vegan Carrot Cupcakes,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/06/IMG_5223.jpg?resize=1380%2C910,2-Jun-17,http://www.snapshotsofsimplicity.com/2017/06/02/vegan-carrot-cupcakes/,Snapshots of Simplicity,vegan carrot cupcakes
Solving Plastic Bag Waste Overseas: Up-fuse,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/05/IMG_5170.jpg?resize=1380%2C910,25-May-17,http://www.snapshotsofsimplicity.com/2017/05/25/solving-plastic-bag-waste-overseas-up-fuse/,Snapshots of Simplicity,solving plastic bag waste overseas upfuse
The Passionate Pursuit of Ethical Hairpins: S A Y A Designs,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/05/DSF2895.jpg?resize=1380%2C910,12-May-17,http://www.snapshotsofsimplicity.com/2017/05/12/the-passionate-pursuit-of-ethical-hairpins-s-a-y-a-designs/,Snapshots of Simplicity,the passionate pursuit ethical hairpins s y designs
My Minimalist Wardrobe,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/05/IMG_4997.jpg?resize=1380%2C910,5-May-17,http://www.snapshotsofsimplicity.com/2017/05/05/my-minimalist-wardrobe/,Snapshots of Simplicity,my minimalist wardrobe
"1, 2, 3's of Zero Waste",https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/03/IMG_4983.jpg?resize=1380%2C910,10-Mar-17,http://www.snapshotsofsimplicity.com/2017/03/10/1-2-3s-of-zero-waste/,Snapshots of Simplicity,1 3s zero waste
"Perfectly Imperfect, Zero Waste",https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/02/IMG_4850.jpg?resize=1380%2C910,10-Feb-17,http://www.snapshotsofsimplicity.com/2017/02/10/perfectly-imperfect-zero-waste/,Snapshots of Simplicity,perfectly imperfect zero waste
"Tea with Christine: Updates and a Big, Big Thank You",https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/11/DSC0005.jpg?resize=1380%2C910,4-Nov-16,http://www.snapshotsofsimplicity.com/2016/11/04/tea-with-christine-updates-and-a-big-big-thank-you/,Snapshots of Simplicity,tea christine updates big big thank you
"A Simple, Rainy, Sick Day",https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/10/DSF2299.jpg?resize=1380%2C910,21-Oct-16,http://www.snapshotsofsimplicity.com/2016/10/21/a-simple-rainy-sick-day/,Snapshots of Simplicity,a simple rainy sick
Simplify Your Stuff: Recycling,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/10/DSF2267.jpg?resize=1380%2C910,14-Oct-16,http://www.snapshotsofsimplicity.com/2016/10/14/simplify-your-stuff-recycling/,Snapshots of Simplicity,simplify your stuff recycling
Tea with Christine: Zero Waste Tag,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/10/DSF2246.jpg?resize=1380%2C910,7-Oct-16,http://www.snapshotsofsimplicity.com/2016/10/07/tea-with-christine-zero-waste-tag/,Snapshots of Simplicity,tea christine zero waste tag
My Everyday Bathroom Routine,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSC0021.jpg?resize=1380%2C910,30-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/30/my-everyday-bathroom-routine/,Snapshots of Simplicity,my everyday bathroom routine
Simplify Your Stuff: Decluttering,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSC0014.jpg?resize=1380%2C910,23-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/23/simplify-your-stuff-decluttering/,Snapshots of Simplicity,simplify your stuff decluttering
What's in my Tote Bag,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2129.jpg?resize=1380%2C910,16-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/16/whats-in-my-tote-bag/,Snapshots of Simplicity,whats tote bag
How I Compost,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2070.jpg?resize=1380%2C910,10-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/10/how-i-compost/,Snapshots of Simplicity,how i compost
Fixing Old Fruit: Fruit Crisp,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF1978.jpg?resize=1380%2C910,9-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/09/fixing-old-fruit-fruit-crisp/,Snapshots of Simplicity,fixing old fruit fruit crisp
Salvaging Stale Bread: Simple Croutons,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2032-1.jpg?resize=1380%2C910,8-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/08/salvaging-stale-bread-simple-croutons/,Snapshots of Simplicity,salvaging stale bread simple croutons
Packing to Prevent Food Waste,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2104.jpg?resize=1380%2C910,7-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/07/packing-to-prevent-food-waste/,Snapshots of Simplicity,packing prevent food waste
How to Plan for No Food Waste,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2102.jpg?resize=1380%2C910,6-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/06/how-to-plan-for-no-food-waste/,Snapshots of Simplicity,how plan food waste
Reflections On Living One Year Zero Waste,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2052.jpg?resize=1380%2C910,2-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/02/reflections-on-living-one-year-zero-waste/,Snapshots of Simplicity,reflections living one year zero waste
Searching for a Sustainable Yoga Mat,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/08/DSF1938.jpg?resize=1380%2C910,26-Aug-16,http://www.snapshotsofsimplicity.com/2016/08/26/searching-for-a-sustainable-yoga-mat/,Snapshots of Simplicity,searching sustainable yoga mat
Better Bags from the Basic Bottle,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/08/Hamilton-Perkins-Cover.jpg?resize=1280%2C854,19-Aug-16,http://www.snapshotsofsimplicity.com/2016/08/19/better-bags-from-the-basic-bottle/,Snapshots of Simplicity,better bags basic bottle
Tips for Flying with Less Waste,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/08/DSF1834.jpg?resize=1380%2C910,12-Aug-16,http://www.snapshotsofsimplicity.com/2016/08/12/tips-for-flying-with-less-waste/,Snapshots of Simplicity,tips flying less waste
Ten Simple Pleasures from Germany,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/08/DSF1597.jpg?resize=1380%2C910,3-Aug-16,http://www.snapshotsofsimplicity.com/2016/08/03/ten-simple-pleasures-from-germany/,Snapshots of Simplicity,ten simple pleasures germany
